section,sheet,film_kr,film_en,field,korean,english
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,감독명,에브게니아 이르코바,Evgeniya Jirkova
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,바이오,제333리세움에서 A. 솔로비요바의 지도 아래 퍼핏 애니메이션을 공부했다. 영화방송대학 방송영상연출학부를 졸업했으며 이후 S. 도로고프 애니메이션 과정을 수료했다. 2015년부터 SMF 애니메이션 스튜디오의 프로그램에 참여했다.,"She studied at Lyceum No. 333 and trained in puppet animation under A. Solovieva. She graduated from the Faculty of Television and Multimedia Directing at the Film and Television Institute and continued her animation studies in courses by S. Dorogov. Since 2015, she participated in the experimental youth courses at SMF Animation."
"10년, 10편 10 years, 10 films",R10,굿 하트,Good Heart,영화정보,Russia | 2018 | 6min | Color | Animation | None Premiere,
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,작품명,가을의 마지막 날,The Last Day of Autumn
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,시놉시스,"숲속의 동물들이 버려진 자전거 부품을 모아 자신에게 맞는 탈것을 만든다. 가을의 마지막 날, 멋진 경주가 열린다.",Forest animals secretly collect abandoned bike parts with the intention of building vehicles that fit their size. A great race is preparing. The last day of Autumn's race.
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,프로그램 노트,"계절의 변화를 동물들의 경주로 표현한 이 애니메이션은, 전통적인 2D 애니메이션 스타일로 동화적이며 따뜻한 메시지를 담은 작품을 만드는 감독의 대표작 중 한 편이다.

UMFF2019 상영작 Screening","This animation portrays the changing seasons through an animal race and stands as the director’s signature work, renowned for its traditional 2D style and fairy-tale warmth."
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,감독명,마르졸렌 페르텐,Marjolaine Perreten
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,바이오,"1990년 스위스 로잔에서 태어난 마르졸렌은 나다스디 필름에서 애니메이션 영화감독으로 활동하고 있으며, 마르셀 바렐리의 첫 장편 <메리 애닝>(2025)의 아트 디렉터를 맡은 후, 현재 일곱 번째 단편 영화 <특이점>을 작업 중이다.","Born in 1990 in Lausanne, Marjolaine has been working at Nadasdy Film studio as an animation film director. Art-directed Marcel Barelli's first feature film Mary Anning(2025) and she is currently working on her seventh short film."
"10년, 10편 10 years, 10 films",R10,가을의 마지막 날,The Last Day of Autumn,영화정보,"Switzerland, Belgium, France | 2018 | 8min | Color | Animation | None Premiere",
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,작품명,시험의 길,Viacruxis
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,시놉시스,"험하고 높은 봉우리를 정복해 온 전설적인 등반 듀오, 마르셀과 안제이. 주목받는 마르셀과 그 뒤를 지켜온 안제이는 성격은 다르지만 손발이 척척 맞는다. 이제 그들은 가장 큰 도전에 나선다. 아무도 오르지 못한 세계 최고봉 등정에 성공하려면 거친 장애물과 서로의 존재를 견뎌야만 한다. 하지만 이번만큼은, 안제이는 마르셀의 그림자로 머무르는 것에 만족하지 않는다.","Marcel and Andrezj are a legendary mountaineering duo known for conquering the toughest, highest peaks. Despite their different temperaments, they’ve always worked well together. Marcel in the spotlight, Andrezj in the background. Now, they face their greatest challenge yet: reaching the untouched summit of the world’s highest mountain. To succeed, they must endure harsh obstacles and each other’s company. But this time, Andrezj is no longer content to stay in Marcel’s shadow."
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,프로그램 노트,"등반을 주제로 꾸준히 단편 애니메이션을 제작해 온 감독의 초기작으로, 일반인은 전문적인 등반 지식이 없어도 주인공의 고군분투에 공감할 수 있으며, 전문 등반가에게는 암벽 등반과 동료애, 유머가 넘치는 이야기.

UMFF2018 상영작 Screening","This early work by a director who has consistently produced short animations on the theme of climbing allows general audiences to empathize with the protagonist’s struggle without any specialized mountaineering knowledge, while offering mountaineers a story full of rock climbing, camaraderie, and humor."
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,감독명,이그나시 로페스 파브레가스,Ignasi López Fàbregas
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,바이오,"1993년 바르셀로나의 에스콜라 마사나를 졸업하고 <프로젝트 인베스티가도>로 영화 경력을 시 작해 <시험의 길>, <그레이트 마일스톤>, <에고랜드> 등을 연출했다. 현재 <크로노쇼크>를 준비 중이다.","Graduated from Escola Massana in Barcelona in 1993, he began his filmmaking career with Projecte Inbestigadó, followed by titles such as Viacruxis, El gran hito, and Egoland. He is currently developing Kronoshock."
"10년, 10편 10 years, 10 films",R10,시험의 길,Viacruxis,영화정보,"Spain | 2018 | 11min | Color, B&W | Animation | None Premiere",
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,작품명,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,시놉시스,"인종 차별, 성차별, 정치적 반대와 싸우며 네팔 여성 최초로 에베레스트 정상에 오른 원주민 출신의 개척자였던 파상 라무 셰르파의 이야기. 그녀의 용감하고 비극적인 여정은 그녀의 조국에 큰 감동을 주었고, 새로운 세대들이 네팔에서 그들의 권리를 찾기 위해 노력하도록 독려하는 계기가 되었다.","The story of Pasang Lhamu Sherpa, the Indigenous trailblazer who battled racism, gender discrimination, and political opposition in her quest to become the first Nepali woman to summit Mount Everest. Her courageous, tragic journey would greatly move her country, inspiring new generations to reach for their rights."
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,프로그램 노트,"전기 영화 형식을 빌려 파상 라무 셰르파를 소개한 이 영화는, 그녀가 맞닥뜨린 수많은 역경과 도전을 촘촘히 엮어 보여준다. 풍부한 아카이브 자료를 바탕으로, 가족과 동료의 인터뷰에서 전해지는 생생한 증언이 그녀의 인생과 업적을 더욱 실감 나게 증명한다.

UMFF2023 심사위원특별상 Special Jury Prize","This film, presented in the form of a biographical film, intricately weaves together the countless adversities and challenges that Pasang Lhamu Sherpa faced. Using abundant archival materials and vivid testimonies from family members and colleagues, it powerfully validates her life and achievements."
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,감독명,낸시 스벤센,Nancy Svendsen
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,바이오,"낸시 스벤센은 미국의 다큐멘터리 감독이자 프로듀서, 음악가, 여성 인권을 위해 힘쓰고 있다. 미네소타 대학교에서 경영학 석사(M.B.A.)를 취득한 후, 스벤센은 20년 넘게 의료 산업에서 종사해 왔다. 그녀의 첫 연출작인 <파상: 에베레스트의 그림자>는 이후 여러 국제 영화제에서 수상한 바 있다.","Nancy Svendsen is an American documentary filmmaker, producer, musician, and advocate for women’s rights. After earning an M.B.A. from the University of Minnesota, Svendsen spent over two decades in the healthcare industry. PASANG: In the Shadow of Everest is her directorial debut and has since won multiple international awards."
"10년, 10편 10 years, 10 films",R10,파상: 에베레스트의 그림자,PASANG: In the Shadow of Everest,영화정보,"USA | 2021 | 72min | Color, B&W | Documentary | None Premiere",
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,작품명,애프터 안타티카,After Antarctica
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,시놉시스,북극과 남극을 가로지르는 여행기인 <애프터 안타티카>는 극지방의 변화를 목격한 전설적인 극지 탐험가 윌 스테거의 일생일대의 여정을 따라간다. 지구상의 가장 추운 대륙을 횡단하는 모험을 해낸 지 30년 만에 스테거는 다시 한번 얼음을 향해 나아간다. 그는 이러한 역사적인 위업을 달성한 최초이자 최후의 인물로 알려져 있다.,"A journey across both poles, After Antarctica follows legendary polar explorer Will Steger’s lifelong journey as an eyewitness to the greatest changes to the polar regions of our planet. Now, thirty years after his historic coast-to-coast expedition across the coldest continent on Earth, Steger heads out on the ice once again, at a time when he is not only known for being the first in history to complete these historic feats - he is also the last."
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,프로그램 노트,"이 영화는 윌 스테거의 1989년 남극 횡단 탐험과 현재의 단독 북극 탐험을 교차 편집해 보여준다. 30년의 시간 차가 만들어낸 그의 깊어진 성찰과 독백은, 과거 아카이브 영상과 어우러져 ‘인간 대 자연’ 서사를 완성한다.

UMFF2022 대상 Grand Prize","This film cross-cuts between Will Steger’s 1989 Antarctic traverse and his current solo Arctic expedition. His 
deepened reflections and monologues, shaped by a 30-year interval, merge with archival footage to complete the “man versus nature” narrative."
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,감독명,타샤 판 잔트,Tasha Van Zandt
"10년, 10편 10 years, 10 films",R10,애프터 안타티카,After Antarctica,바이오,"다큐멘터리 감독, 촬영 감독, 사진 작가이자 에미상 후보에 오른 제작자로 7개 대륙의 다양한 이야기를 기록하고 있다. 첫 다큐멘터리 영화 <애프터 안타티카>는 전설적인 극지 탐험가 윌 스테거의 삶을 따라간다.","Tasha Van Zandt is an award-winning documentary director, cinematographer, photographer and Emmy-nominated producer who has documented stories across all seven continents. Her debut documentary film After Antarctica follows the life of legendary polar explorer Will Steger and his lifelong journey."
